GLN,Namn,Avdelning,Gatuadress,Postbox,Postnummer och ort,Sökattribut,Id,Leveransplats,string_address,coordinates,latitude,longitude
7381020441640,Enheten för barn/unga fam tunga paket,,,Klockaregatan 27 F,311 36 Falkenberg,,7381020441640,,"Enheten för barn/unga fam tunga paket, Klockaregatan 27 F, 311 36 Falkenberg","(56.9093976, 12.4921227)",56.9093976,12.4921227
7381020441701,Enheten för barn/unga-familj,,,Nygatan 34,311 80 Falkenberg,,7381020441701,,"Enheten för barn/unga-familj, Nygatan 34, 311 80 Falkenberg","(56.904749, 12.4917326)",56.904749,12.4917326
7381020441824,Enhetsområde 1,Funktionsstöd,,Nygatan 64,311 74 Falkenberg,,7381020441824,,"Enhetsområde 1, Nygatan 64, 311 74 Falkenberg","(56.8992958, 12.4913029)",56.8992958,12.4913029
7381020442111,Enhetsområde 10,Funktionsstöd,,Nygatan 64,311 74 Falkenberg,,7381020442111,,"Enhetsområde 10, Nygatan 64, 311 74 Falkenberg","(56.8992958, 12.4913029)",56.8992958,12.4913029
7381020441831,Enhetsområde 2,Funktionsstöd,,Nygatan 64,311 74 Falkenberg,,7381020441831,,"Enhetsområde 2, Nygatan 64, 311 74 Falkenberg","(56.8992958, 12.4913029)",56.8992958,12.4913029
7381020441848,Enhetsområde 3,Funktionsstöd,,Nygatan 64,311 74 Falkenberg,,7381020441848,,"Enhetsområde 3, Nygatan 64, 311 74 Falkenberg","(56.8992958, 12.4913029)",56.8992958,12.4913029
7381020441855,Enhetsområde 4,Funktionsstöd,,Nygatan 64,311 74 Falkenberg,,7381020441855,,"Enhetsområde 4, Nygatan 64, 311 74 Falkenberg","(56.8992958, 12.4913029)",56.8992958,12.4913029
7381020441862,Enhetsområde 5,Funktionsstöd,,Nygatan 64,311 74 Falkenberg,,7381020441862,,"Enhetsområde 5, Nygatan 64, 311 74 Falkenberg","(56.8992958, 12.4913029)",56.8992958,12.4913029
7381020441886,Enhetsområde 6,Funktionsstöd,,Nygatan 64,311 74 Falkenberg,,7381020441886,,"Enhetsområde 6, Nygatan 64, 311 74 Falkenberg","(56.8992958, 12.4913029)",56.8992958,12.4913029
7381020441909,Enhetsområde 7,Funktionsstöd,,Nygatan 64,311 74 Falkenberg,,7381020441909,,"Enhetsområde 7, Nygatan 64, 311 74 Falkenberg","(56.8992958, 12.4913029)",56.8992958,12.4913029
7381020441916,Enhetsområde 8,Funktionsstöd,,Nygatan 64,311 74 Falkenberg,,7381020441916,,"Enhetsområde 8, Nygatan 64, 311 74 Falkenberg","(56.8992958, 12.4913029)",56.8992958,12.4913029
7381020442005,Enhetsområde 9,Funktionsstöd,,Nygatan 64,311 74 Falkenberg,,7381020442005,,"Enhetsområde 9, Nygatan 64, 311 74 Falkenberg","(56.8992958, 12.4913029)",56.8992958,12.4913029
7381020441954,Fabriken,Funktionsstöd,,Åkarevägen 6,311 32 Falkenberg,,7381020441954,,"Fabriken, Åkarevägen 6, 311 32 Falkenberg","(56.9046092, 12.4703974)",56.9046092,12.4703974
7381020440346,Fageredsskolan,Köket,,Fagered,310 60 Ullared,,7381020440346,,"Fageredsskolan, Fagered, 310 60 Ullared","(57.1362284, 12.718278)",57.1362284,12.718278
7381020442418,Fajans förskola,Förskola,,Knut Hands väg 1,311 37 Falkenberg,,7381020442418,,"Fajans förskola, Knut Hands väg 1, 311 37 Falkenberg","(56.9059465, 12.5067915)",56.9059465,12.5067915
7381020440063,Fajansskolan,Köket,,Knut Hands väg 1,311 37 Falkenberg,,7381020440063,,"Fajansskolan, Knut Hands väg 1, 311 37 Falkenberg","(56.9071205, 12.5112886)",56.9071205,12.5112886
7381020440605,Fajansskolan Hemkunskap,,,Knut Hands väg 1,311 37 Falkenberg,,7381020440605,,"Fajansskolan Hemkunskap, Knut Hands väg 1, 311 37 Falkenberg","(56.9071205, 12.5112886)",56.9071205,12.5112886
7381020441213,Falkhallen,,,,,,7381020441213,,"Falkhallen, , ","(56.9073175, 12.4921074)",56.9073175,12.4921074
7381020440124,Falkhallen RU,,,Garvareliden 5,311 35 Falkenberg,,7381020440124,,"Falkhallen RU, Garvareliden 5, 311 35 Falkenberg","(56.9079631, 12.4918998)",56.9079631,12.4918998
7381020442081,Falkåsen,Funktionsstöd,,Falkåsvägen 3,311 32 Falkenberg,,7381020442081,,"Falkåsen, Falkåsvägen 3, 311 32 Falkenberg","(56.9052571, 12.4686286)",56.9052571,12.4686286
7381020442654,Familjecentralen i Skogstorp,Förskola,,Violvägen 9,311 33 Falkenberg,,7381020442654,,"Familjecentralen i Skogstorp, Violvägen 9, 311 33 Falkenberg","(56.9125996, 12.4375004)",56.9125996,12.4375004
7381020441534,Familjerådgivning,,,Nygatan 35 B,311 74 Falkenberg,,7381020441534,,"Familjerådgivning, Nygatan 35 B, 311 74 Falkenberg","(56.9032893, 12.4903528)",56.9032893,12.4903528
7381020442272,Fastighet o projekt,,,Nygatan 34,311 80 Falkenberg,,7381020442272,,"Fastighet o projekt, Nygatan 34, 311 80 Falkenberg","(56.90273329999999, 12.4888013)",56.90273329999999,12.4888013
7381020442050,Flexgruppen,Funktionsstöd,,Murarevägen 43,311 36 Falkenberg,,7381020442050,,"Flexgruppen, Murarevägen 43, 311 36 Falkenberg","(56.91159690000001, 12.4975428)",56.91159690000001,12.4975428
7381020440667,Floragården,,,Floragatan 3,311 34 Falkenberg,,7381020440667,,"Floragården, Floragatan 3, 311 34 Falkenberg","(56.90499999999999, 12.4838889)",56.90499999999999,12.4838889
7381020442296,Fordon Enhetschef,,,Klockaregatan 27 A,311 36 Falkenberg,,7381020442296,,"Fordon Enhetschef, Klockaregatan 27 A, 311 36 Falkenberg","(56.9093263, 12.4924202)",56.9093263,12.4924202
7381020442234,Fordon verkstad,,,Åkarevägen 10,311 32 Falkenberg,,7381020442234,,"Fordon verkstad, Åkarevägen 10, 311 32 Falkenberg","(56.9043632, 12.4639986)",56.9043632,12.4639986
7381020440407,Fredens förskola,Köket,,Gösta Knutssons väg 9,311 40 Falkenberg,,7381020440407,,"Fredens förskola, Gösta Knutssons väg 9, 311 40 Falkenberg","(56.89598789999999, 12.5313981)",56.89598789999999,12.5313981
7381020440131,Fritidsgården TG,,,Murarevägen 50,311 36 Falkenberg,,7381020440131,,"Fritidsgården TG, Murarevägen 50, 311 36 Falkenberg","(56.9123982, 12.4949256)",56.9123982,12.4949256
7381020441527,Funktionsrättslots,,,Nygatan 64,311 74 Falkenberg,,7381020441527,,"Funktionsrättslots, Nygatan 64, 311 74 Falkenberg","(56.8992958, 12.4913029)",56.8992958,12.4913029
7381020440827,Furubackens förskola,Köket,,Furuvägen 5,310 60 Ullared,,7381020440827,,"Furubackens förskola, Furuvägen 5, 310 60 Ullared","(57.1379033, 12.7169032)",57.1379033,12.7169032
7381020440148,Furugården,Köket,,Furuvägen 7,310 60 Ullared,,7381020440148,,"Furugården, Furuvägen 7, 310 60 Ullared","(57.13818610000001, 12.7167671)",57.13818610000001,12.7167671
7381020442159,Fältverksamheten,Stöd- och  beroendeeneheten,,Kanslistvägen 10,311 39 Falkenberg,,7381020442159,,"Fältverksamheten, Kanslistvägen 10, 311 39 Falkenberg","(56.915009, 12.4959264)",56.915009,12.4959264
7381020442227,Gata trafik,,,Nygatan 34,311 80 Falkenberg,,7381020442227,,"Gata trafik, Nygatan 34, 311 80 Falkenberg","(56.904749, 12.4917326)",56.904749,12.4917326
7381020442302,Geodata,,,Klockaregatan 27 A,311 36 Falkenberg,,7381020442302,,"Geodata, Klockaregatan 27 A, 311 36 Falkenberg","(56.9093263, 12.4924202)",56.9093263,12.4924202
7381020440810,Glommens förskola,Köket,,Jakobs väg 4,311 04 Glommen,,7381020440810,,"Glommens förskola, Jakobs väg 4, 311 04 Glommen","(56.93021109999999, 12.3657092)",56.93021109999999,12.3657092
7381020440711,Gruppboende Alsins väg 3A,,,Alsins väg 3 A,311 68 Slöinge,,7381020440711,,"Gruppboende Alsins väg 3A, Alsins väg 3 A, 311 68 Slöinge","(56.8525956, 12.6956096)",56.8525956,12.6956096
7381020440780,Gruppboende Bertevägen 17,,,Bertevägen 17,311 68 Slöinge,,7381020440780,,"Gruppboende Bertevägen 17, Bertevägen 17, 311 68 Slöinge","(56.85091509999999, 12.6854833)",56.85091509999999,12.6854833
7381020440872,Gruppboende Furuvägen 18,,,Furuvägen 18,311 60 Ullared,,7381020440872,,"Gruppboende Furuvägen 18, Furuvägen 18, 311 60 Ullared","(57.1395088, 12.7188182)",57.1395088,12.7188182
7381020440896,Gruppboende Hagavägen 9,,,Hagavägen 9,311 97 Årstad,,7381020440896,,"Gruppboende Hagavägen 9, Hagavägen 9, 311 97 Årstad","(56.9204513, 12.6767769)",56.9204513,12.6767769
7381020441138,Gruppboende Högabergsvägen 9,,,Högabergsvägen 9,311 72 Falkenberg,,7381020441138,,"Gruppboende Högabergsvägen 9, Högabergsvägen 9, 311 72 Falkenberg","(56.8789807, 12.5366997)",56.8789807,12.5366997
7381020441817,Gruppboende Kärreberg,Funktionsstöd,,Ätranstigen 4,311 64 Vessigebro,,7381020441817,,"Gruppboende Kärreberg, Ätranstigen 4, 311 64 Vessigebro","(56.9811412, 12.6552719)",56.9811412,12.6552719
7381020441428,Gruppboende Laxvägen 10,,,Laxvägen 10,311 64 Vessigebro,,7381020441428,,"Gruppboende Laxvägen 10, Laxvägen 10, 311 64 Vessigebro","(56.9798864, 12.6542092)",56.9798864,12.6542092
7381020441442,Gruppboende Ljungholmsvägen 30 A-B,,,Ljungholmsvägen 30 A,311 35 Falkenberg,,7381020441442,,"Gruppboende Ljungholmsvägen 30 A-B, Ljungholmsvägen 30 A, 311 35 Falkenberg","(56.8883118, 12.5148481)",56.8883118,12.5148481
7381020441459,Gruppboende Lundgrens väg 12,,,Lundgrens väg 12,311 96 Heberg,,7381020441459,,"Gruppboende Lundgrens väg 12, Lundgrens väg 12, 311 96 Heberg","(56.8801585, 12.6317296)",56.8801585,12.6317296
7381020441589,Gruppboende Rimmarevägen 1,,,Rimmarevägen 1,311 78 Falkenberg,,7381020441589,,"Gruppboende Rimmarevägen 1, Rimmarevägen 1, 311 78 Falkenberg","(56.9135147, 12.5211218)",56.9135147,12.5211218
7381020441619,Gruppboende Solhagavägen,,,Solhagavägen 30,311 39  Falkenberg,,7381020441619,,"Gruppboende Solhagavägen, Solhagavägen 30, 311 39  Falkenberg","(56.9135121, 12.4799609)",56.9135121,12.4799609
7381020441114,Gruppbostad Holgersgatan 5 A,,,Holgersgatan 5 A,311 35 Falkenberg,,7381020441114,,"Gruppbostad Holgersgatan 5 A, Holgersgatan 5 A, 311 35 Falkenberg","(56.9070438, 12.4942099)",56.9070438,12.4942099
7381020440889,Gröna gatan psykiatri,,,Gröna gatan 4,311 31 Falkenberg,,7381020440889,,"Gröna gatan psykiatri, Gröna gatan 4, 311 31 Falkenberg","(56.9016721, 12.4927466)",56.9016721,12.4927466
7381020442616,Gullvivans öppna förskola,Förskola,,Utmarksvägen 9F,311 36 Falkenberg,,7381020442616,,"Gullvivans öppna förskola, Utmarksvägen 9F, 311 36 Falkenberg","(56.91178189999999, 12.50556)",56.91178189999999,12.50556
7381020440841,Gy administration,,,,,,7381020440841,,"Gy administration, , ","(None, None)",,
7381020440094,Gymnasieskolan,Köket,,Igeldammsvägen 7,311 35 Falkenberg,,7381020440094,,"Gymnasieskolan, Igeldammsvägen 7, 311 35 Falkenberg","(56.90797629999999, 12.4887542)",56.90797629999999,12.4887542
7381020440087,Gymnasieskolan,Kök,,Garvareliden2,311 35 Falkenberg,,7381020440087,,"Gymnasieskolan, Garvareliden2, 311 35 Falkenberg","(56.9072198, 12.4910791)",56.9072198,12.4910791
7381020441411,Gymnasieskolans elevcafé,,,Igeldammsvägen 7,311 35 Falkenberg,,7381020441411,,"Gymnasieskolans elevcafé, Igeldammsvägen 7, 311 35 Falkenberg","(56.9072198, 12.4910791)",56.9072198,12.4910791
7381020442074,Hagagruppen,Funktionsstöd,,Skrevägen 5,311 44 Falkenberg,,7381020442074,,"Hagagruppen, Skrevägen 5, 311 44 Falkenberg","(56.8978874, 12.533747)",56.8978874,12.533747
7381020442203,Hamn och sidospår,,,Nygatan 34,311 80  Falkenberg,,7381020442203,,"Hamn och sidospår, Nygatan 34, 311 80  Falkenberg","(56.904749, 12.4917326)",56.904749,12.4917326
7381020442098,Hantverkshörnan,Funktionsstöd,,Hjortvägen 5 E,311 41 Falkenberg,,7381020442098,,"Hantverkshörnan, Hjortvägen 5 E, 311 41 Falkenberg","(56.8857022, 12.5130273)",56.8857022,12.5130273
7381020442678,Hebergs förskola,Förskola,,Årstadsvägen 318,311 96 Heberg,,7381020442678,,"Hebergs förskola, Årstadsvägen 318, 311 96 Heberg","(56.8909615, 12.6304474)",56.8909615,12.6304474
7381020441497,Hemtjänst Centrum,,,Möllegatan 11,311 34 Falkenberg,,7381020441497,,"Hemtjänst Centrum, Möllegatan 11, 311 34 Falkenberg","(56.904104, 12.4872474)",56.904104,12.4872474
7381020441077,Hemtjänst Hjortsberg,,,Turbingränd 10,311 48 Falkenberg,,7381020441077,,"Hemtjänst Hjortsberg, Turbingränd 10, 311 48 Falkenberg","(56.8995986, 12.5224613)",56.8995986,12.5224613
7381020441473,Hemtjänst Inland Ullared,,,Marknadsvägen 3 A,311 60 Ullared,,7381020441473,,"Hemtjänst Inland Ullared, Marknadsvägen 3 A, 311 60 Ullared","(57.1380671, 12.7158328)",57.1380671,12.7158328
7381020441602,Hemtjänst Inland Vessigebro,,,Sjönevadsvägen 4,311 64 Vessigebro,,7381020441602,,"Hemtjänst Inland Vessigebro, Sjönevadsvägen 4, 311 64 Vessigebro","(56.9775941, 12.6616195)",56.9775941,12.6616195
7381020441053,Hemtjänst Inland Ätran,,,Halmstadvägen 1 C,311 51 Ätran,,7381020441053,,"Hemtjänst Inland Ätran, Halmstadvägen 1 C, 311 51 Ätran","(57.1197601, 12.9487926)",57.1197601,12.9487926
7381020441626,Hemtjänst Norr 1 o 2/TT natt,,,Solhagavägen 30,311 39 Falkenberg,,7381020441626,,"Hemtjänst Norr 1 o 2/TT natt, Solhagavägen 30, 311 39 Falkenberg","(56.9134918, 12.4798815)",56.9134918,12.4798815
7381020440858,Hemtjänst Slöinge,,,Björkgatan 3,311 68 Slöinge,,7381020440858,,"Hemtjänst Slöinge, Björkgatan 3, 311 68 Slöinge","(56.8538934, 12.6957071)",56.8538934,12.6957071
7381020442593,Hertings gårds förskola,Förskola,,Turbingränd 12,311 40 Falkenberg,,7381020442593,,"Hertings gårds förskola, Turbingränd 12, 311 40 Falkenberg","(56.901037, 12.5203932)",56.901037,12.5203932
7381020441152,Hertings Gårds förskola,Köket,,Turbingränd 12,311 40 Falkenberg,,7381020441152,,"Hertings Gårds förskola, Turbingränd 12, 311 40 Falkenberg","(56.898308, 12.522852)",56.898308,12.522852
7381020440254,Hertingsskolan,Köket,,Hertings Allé,311 45 Falkenberg,,7381020440254,,"Hertingsskolan, Hertings Allé, 311 45 Falkenberg","(56.895928, 12.509597)",56.895928,12.509597
7381020441251,Hjorthagens förskola,Köket,,Ljungholmsvägen 29,311 41 Falkenberg,,7381020441251,,"Hjorthagens förskola, Ljungholmsvägen 29, 311 41 Falkenberg","(56.88761539999999, 12.5160158)",56.88761539999999,12.5160158
7381020442470,Hjortsbergs förskola,Förskola,,Nabolagets väg 1,311 42 Falkenberg,,7381020442470,,"Hjortsbergs förskola, Nabolagets väg 1, 311 42 Falkenberg","(56.8843055, 12.5276666)",56.8843055,12.5276666
7381020442685,"Hjortsbergs förskola, Ängen",Förskola,,Ängsstigen 1,311 41 Falkenberg,,7381020442685,,"Hjortsbergs förskola, Ängen, Ängsstigen 1, 311 41 Falkenberg","(56.8856413, 12.5142788)",56.8856413,12.5142788
7381020441404,Hjortsbergs nya förskola,Köket,,Nabolagets väg 1,311 41 Falkenberg,,7381020441404,,"Hjortsbergs nya förskola, Nabolagets väg 1, 311 41 Falkenberg","(56.8843542, 12.5276597)",56.8843542,12.5276597
7381020440247,Hjortsbergsskolan,Köket,,Ljungholmsvägen,311 41 Falkenberg,,7381020440247,,"Hjortsbergsskolan, Ljungholmsvägen, 311 41 Falkenberg","(56.887542, 12.514496)",56.887542,12.514496
7381020440612,Hjortsbergsskolan Hemkunskap,,,Ljungholmsvägen,311 41 Falkenberg,,7381020440612,,"Hjortsbergsskolan Hemkunskap, Ljungholmsvägen, 311 41 Falkenberg","(56.887542, 12.514496)",56.887542,12.514496
7381020440568,Hjortsbergsskolan kök Läger,Köket,,Ljungholmsvägen 29,311 41 Falkenberg,,7381020440568,,"Hjortsbergsskolan kök Läger, Ljungholmsvägen 29, 311 41 Falkenberg","(56.887542, 12.514496)",56.887542,12.514496
7381020440704,Hotell och restaurang,,,Igeldammsvägen 7,,,7381020440704,,"Hotell och restaurang, Igeldammsvägen 7, ","(56.90797629999999, 12.4887542)",56.90797629999999,12.4887542
7381020442760,HR avdelningen,,,Nygatan 34,311 80 Falkenberg,,7381020442760,,"HR avdelningen, Nygatan 34, 311 80 Falkenberg","(56.904749, 12.4917326)",56.904749,12.4917326
7381020440421,Hällinge förskola,Köket,,Olofbergsvägen 2,311 38 Falkenberg,,7381020440421,,"Hällinge förskola, Olofbergsvägen 2, 311 38 Falkenberg","(56.9162946, 12.5269955)",56.9162946,12.5269955
7381020442500,Hällinge förskola,Förskola,,Olofsbergsvägen 2,311 78 Falkenberg,,7381020442500,,"Hällinge förskola, Olofsbergsvägen 2, 311 78 Falkenberg","(56.9162946, 12.5269955)",56.9162946,12.5269955
7381020441756,Hälso- sjukvård rehab,,,Kanslistvägen 10,311 39 Falkenberg,,7381020441756,,"Hälso- sjukvård rehab, Kanslistvägen 10, 311 39 Falkenberg","(56.915009, 12.4959264)",56.915009,12.4959264
7381020442739,Hållbarhetshuset,Arbetsmarknadsavdelningen,,Klockaregatan 27 E,311 36 Falkenberg,,7381020442739,,"Hållbarhetshuset, Klockaregatan 27 E, 311 36 Falkenberg","(56.9093047, 12.4933167)",56.9093047,12.4933167
7381020442388,I Ur och Skurs förskola,Förskola,,Gösta Knutssons väg 9,311 40 Falkenberg,,7381020442388,,"I Ur och Skurs förskola, Gösta Knutssons väg 9, 311 40 Falkenberg","(56.8960952, 12.5315493)",56.8960952,12.5315493
7381020440681,Inköp och upphandling,,,Klockaregatan 27,311 36 Falkenberg,,7381020440681,,"Inköp och upphandling, Klockaregatan 27, 311 36 Falkenberg","(56.9098281, 12.4925194)",56.9098281,12.4925194
7381020442319,IT-Driftansvari,,,Klockaregatan 27 A,311 36 Falkenberg,,7381020442319,,"IT-Driftansvari, Klockaregatan 27 A, 311 36 Falkenberg","(56.9093263, 12.4924202)",56.9093263,12.4924202
7381020442326,IT-service,,,Nygatan 34,311 80 Falkenberg,,7381020442326,,"IT-service, Nygatan 34, 311 80 Falkenberg","(56.904749, 12.4917326)",56.904749,12.4917326
7381020441978,Jobbmixen,Funktionsstöd,,Nygatan 37,311 31 Falkenberg,,7381020441978,,"Jobbmixen, Nygatan 37, 311 31 Falkenberg","(56.9030581, 12.4901284)",56.9030581,12.4901284
7381020442777,Kansliavdelningen,,,Nygatan 34,311 80 Falkenberg,,7381020442777,,"Kansliavdelningen, Nygatan 34, 311 80 Falkenberg","(56.904749, 12.4917326)",56.904749,12.4917326
7381020442104,Keramiken,Funktionsstöd,,Hjortvägen 5 E,311 41 Falkenberg,,7381020442104,,"Keramiken, Hjortvägen 5 E, 311 41 Falkenberg","(56.8867267, 12.524749)",56.8867267,12.524749
7381020442197,KFT övergripande,,,Nygatan 34,311 80 Falkenberg,,7381020442197,,"KFT övergripande, Nygatan 34, 311 80 Falkenberg","(56.904749, 12.4917326)",56.904749,12.4917326
7381020441541,Klara öppenvård,,,Nygatan 64,311 74 Falkenberg,,7381020441541,,"Klara öppenvård, Nygatan 64, 311 74 Falkenberg","(56.8992769, 12.4913016)",56.8992769,12.4913016
7381020440339,Kompisens förskola,Köket,,Murarevägen 50,311 36 Falkenberg,,7381020440339,,"Kompisens förskola, Murarevägen 50, 311 36 Falkenberg","(56.9123982, 12.4949256)",56.9123982,12.4949256
7381020441244,KomTek,,,Nyhemsplan 2,311 35 Falkenberg,,7381020441244,,"KomTek, Nyhemsplan 2, 311 35 Falkenberg","(56.90722049999999, 12.4910642)",56.90722049999999,12.4910642
7381020440209,Kontaktcenter,,,Nygatan 34,311 80 Falkenberg,,7381020440209,,"Kontaktcenter, Nygatan 34, 311 80 Falkenberg","(56.904749, 12.4917326)",56.904749,12.4917326
7381020441794,Korttidsboende Utmarksvägen,Funktionsstöd,,Utmarksvägen 9 E,311 36 Falkenberg,,7381020441794,,"Korttidsboende Utmarksvägen, Utmarksvägen 9 E, 311 36 Falkenberg","(56.9116777, 12.5053353)",56.9116777,12.5053353
7381020441800,Korttidsboende Vesslevägen,Funktionsstöd,,Vesslevägen 22,311 41 Falkenberg,,7381020441800,,"Korttidsboende Vesslevägen, Vesslevägen 22, 311 41 Falkenberg","(56.8886282, 12.5211996)",56.8886282,12.5211996
7381020442425,Kristineslätt förskola,Förskola,,Ljungholmsvägen 32,311 46 Falkenberg,,7381020442425,,"Kristineslätt förskola, Ljungholmsvägen 32, 311 46 Falkenberg","(56.8895931, 12.5160949)",56.8895931,12.5160949
7381020441237,Kristineslätts förskola,Köket,,Ljungholmsvägen 32,311 46 Falkenberg,,7381020441237,,"Kristineslätts förskola, Ljungholmsvägen 32, 311 46 Falkenberg","(56.8895931, 12.5160949)",56.8895931,12.5160949
7381020440551,KSF Ekonomiavdelningen,,,Nygatan 34,311 80 Falkenberg,,7381020440551,,"KSF Ekonomiavdelningen, Nygatan 34, 311 80 Falkenberg","(56.904749, 12.4917326)",56.904749,12.4917326
7381020442036,Kulturgruppen,Funktionsstöd,,Varbergsvägen 41,311 36 Falkenberg,,7381020442036,,"Kulturgruppen, Varbergsvägen 41, 311 36 Falkenberg","(56.9120042, 12.5025561)",56.9120042,12.5025561
7381020442180,Kulturskolan,Argus,,Holgersgatan 7,311 35 Falkenberg,,7381020442180,,"Kulturskolan, Holgersgatan 7, 311 35 Falkenberg","(56.9061161, 12.490623)",56.9061161,12.490623
7381020442265,Landskapsingenjör,,,Åkarevägen 10,311 32 Falkenberg,,7381020442265,,"Landskapsingenjör, Åkarevägen 10, 311 32 Falkenberg","(56.9043632, 12.4639986)",56.9043632,12.4639986
7381020440698,Livsmedelsprogrammet,,,Igeldammsvägen 7,,,7381020440698,,"Livsmedelsprogrammet, Igeldammsvägen 7, ","(56.90797629999999, 12.4887542)",56.90797629999999,12.4887542
7381020440292,Ljungbyskolan,Köket,,Skolbacken 1,311 95 Falkenberg,,7381020440292,,"Ljungbyskolan, Skolbacken 1, 311 95 Falkenberg","(56.9814297, 12.5746173)",56.9814297,12.5746173
7381020441947,Lycke-gruppen,Funktionsstöd,,Kvekatorpsvägen 16,311 32 Falkenberg,,7381020441947,,"Lycke-gruppen, Kvekatorpsvägen 16, 311 32 Falkenberg","(56.9015109, 12.4744965)",56.9015109,12.4744965
7381020442432,Långaveka förskola,Förskola,,Långaveka 125,311 98 Glommen,,7381020442432,,"Långaveka förskola, Långaveka 125, 311 98 Glommen","(56.9319544, 12.3670612)",56.9319544,12.3670612
7381020440278,Långavekaskolan,Köket,,Långaveka,311 98 Glommen,,7381020440278,,"Långavekaskolan, Långaveka, 311 98 Glommen","(56.9336084, 12.3759776)",56.9336084,12.3759776
7381020442456,Långås förskola,Förskola,,Morupsvägen 11,311 93 Långås,,7381020442456,,"Långås förskola, Morupsvägen 11, 311 93 Långås","(56.9785239, 12.4436579)",56.9785239,12.4436579
7381020440377,Långåsskolan,Köket,,Långås,311 93 Långås,,7381020440377,,"Långåsskolan, Långås, 311 93 Långås","(56.9785239, 12.4436579)",56.9785239,12.4436579
7381020441558,Metodutvecklare,,,Nygatan 64,311 74 Falkenberg,,7381020441558,,"Metodutvecklare, Nygatan 64, 311 74 Falkenberg","(56.8992958, 12.4913029)",56.8992958,12.4913029
7381020440599,Montessoriskolans,Köket,,Murarevägen 46,311 36 Falkenberg,,7381020440599,,"Montessoriskolans, Murarevägen 46, 311 36 Falkenberg","(56.91259489999999, 12.4947477)",56.91259489999999,12.4947477
7381020440803,Morups förskola,Köket,,Noreus väg 29,311 93 Långås,,7381020440803,,"Morups förskola, Noreus väg 29, 311 93 Långås","(56.9782929, 12.395993)",56.9782929,12.395993
7381020442487,Morups förskola,Förskola,,Noréus väg 29,311 90 Långås,,7381020442487,,"Morups förskola, Noréus väg 29, 311 90 Långås","(56.9782929, 12.395993)",56.9782929,12.395993
7381020442258,Museum o offentlig konst,,,Skepparesträtet 2,311 74 Falkenberg,,7381020442258,,"Museum o offentlig konst, Skepparesträtet 2, 311 74 Falkenberg","(56.8990115, 12.4948329)",56.8990115,12.4948329
7381020441312,Måltid Falkenberg,,,Klockaregatan 27,31136  Falkenberg,,7381020441312,,"Måltid Falkenberg, Klockaregatan 27, 31136  Falkenberg","(56.9098281, 12.4925194)",56.9098281,12.4925194
7381020440476,Mötesplats Hjortsberg,,,Ljungholmsvägen 28-30,311 46 Falkenberg,,7381020440476,,"Mötesplats Hjortsberg, Ljungholmsvägen 28-30, 311 46 Falkenberg","(56.8883193, 12.514239)",56.8883193,12.514239
7381020440483,Mötesplats Morup,,,Noréus väg 1,311 90 Morup,,7381020440483,,"Mötesplats Morup, Noréus väg 1, 311 90 Morup","(56.9792769, 12.3947479)",56.9792769,12.3947479
7381020440230,Mötesplats Mölle,,,Möllegatan 11,311 34 Falkenberg,,7381020440230,,"Mötesplats Mölle, Möllegatan 11, 311 34 Falkenberg","(56.90449150000001, 12.487343)",56.90449150000001,12.487343
7381020440865,Mötesplats Slöinge,,,Björkgatan 3,311 68 Slöinge,,7381020440865,,"Mötesplats Slöinge, Björkgatan 3, 311 68 Slöinge","(56.856386, 12.680544)",56.856386,12.680544
7381020441480,Mötesplats Ullared,,,Marknadsvägen 3 A,311 60 Ullared,,7381020441480,,"Mötesplats Ullared, Marknadsvägen 3 A, 311 60 Ullared","(57.1380671, 12.7158328)",57.1380671,12.7158328
7381020440490,Mötesplats Ätran,,,Halmstadvägen 1,311 51 Ätran,,7381020440490,,"Mötesplats Ätran, Halmstadvägen 1, 311 51 Ätran","(57.1200103, 12.9484044)",57.1200103,12.9484044
7381020442395,Nattugglan,Förskola,,Halmstadvägen 16,311 45 Falkenberg,,7381020442395,,"Nattugglan, Halmstadvägen 16, 311 45 Falkenberg","(56.90203039999999, 12.5064293)",56.90203039999999,12.5064293
7381020442753,Näringslivsavdelningen,,,"Kvarngatan 2, vån 4",311 30 Falkenberg,,7381020442753,,"Näringslivsavdelningen, Kvarngatan 2, vån 4, 311 30 Falkenberg","(56.89846970000001, 12.4942803)",56.89846970000001,12.4942803
7381020442494,Okome förskola,Förskola,,Okomevägen 12,311 61 Ullared,,7381020442494,,"Okome förskola, Okomevägen 12, 311 61 Ullared","(57.0597692, 12.6920694)",57.0597692,12.6920694
7381020440315,Okomeskolan,Köket,,Okome,310 60 Ullared,,7381020440315,,"Okomeskolan, Okome, 310 60 Ullared","(57.1362284, 12.718278)",57.1362284,12.718278
7381020440636,Omsorgsenhet Berguven,Köket,,Berguvsvägen 9,311 39 Falkenberg,,7381020440636,,"Omsorgsenhet Berguven, Berguvsvägen 9, 311 39 Falkenberg","(56.91181530000001, 12.4733356)",56.91181530000001,12.4733356
7381020440650,Omsorgsenhet Dals Ängar,Köket,,Mandolinvägen 8,311 76 Falkenberg,,7381020440650,,"Omsorgsenhet Dals Ängar, Mandolinvägen 8, 311 76 Falkenberg","(56.9226734, 12.5114192)",56.9226734,12.5114192
